#name,strength,airport,city,country,description,type,latitude,longitude
Winnetka,,ORD,Chicago,US,,Elite residential,,
Glencoe,,ORD,Chicago,US,,Elite residential,,
Four Seasons CHICAGO,,ORD,Chicago,US,Four Seasons,Luxury Hotel,,
JW Marriott Chicago,,ORD,Chicago,US,JW Marriott,Luxury Hotel,,
The Langham Chicago,,ORD,Chicago,US,MICHELIN Two Key Hotel,Luxury Hotel,,
The Ritz-Carlton Chicago,,ORD,Chicago,US,Ritz-Carlton,Luxury Hotel,,
The St. Regis Chicago,,ORD,Chicago,US,St. Regis,Luxury Hotel,,
The Peninsula Chicago,,ORD,Chicago,US,The Peninsula,Luxury Hotel,,
Neuilly-sur-Seine,,ORY,Paris,FR,,Elite residential,,
Saint-Germain-des-Prés,,ORY,Paris,FR,,Elite residential,,
Four Seasons PARIS,,ORY,Paris,FR,Four Seasons,Luxury Hotel,,
Le Bristol Paris,,ORY,Paris,FR,Oetker Collection Hotels,Luxury Hotel,,
Rosewood Paris,,ORY,Paris,FR,Rosewood Hotel,Luxury Hotel,,
The Peninsula Paris,,ORY,Paris,FR,The Peninsula,Luxury Hotel,,
The Thief ,,OSL,,NO,,Luxury Hotel,,
Amerikalinjen,,OSL,,NO,,Luxury Hotel,,
Grand Hotel Oslo,,OSL,,NO,,Luxury Hotel,,
Historic Centre of Bruges,,OST,,BE,,Elite residential,,
JW Marriott Bucharest Grand Hotel,,OTP,,RO,JW Marriott,Luxury Hotel,,
Amankora,,PBH,,BT,Aman resorts,Luxury Hotel,,
COMO Uma Paro,,PBH,,BT,COMO,Luxury Hotel,,
COMO Uma Punakha,,PBH,,BT,COMO,Luxury Hotel,,
Rosewood Bhutan,,PBH,,BT,Rosewood Hotel,Luxury Hotel,,
Rosewood Thimphu,,PBH,,BT,Rosewood Hotel,Luxury Hotel,,
Six Senses BHUTAN,,PBH,,BT,Six Senses Resorts,Luxury Hotel,,
Mar-a-Lago,,PBI,,US,,Elite Destination,,
Everglades Club,,PBI,Miami,US,,Elite residential,,
West Palm Beach,,PBI,Miami,US,,Elite residential,,
Four Seasons PALM BEACH,,PBI,Miami,US,Four Seasons,Luxury Hotel,,
The Vineta Hotel,,PBI,Miami,US,Oetker Collection Hotels,Luxury Hotel,,
Punta del Este,,PDP,,UY,A glamorous resort town on Uruguay's southeastern coast,Elite residential,,
José Ignacio,,PDP,,UY,An exclusive beach resort village near Punta del Este,Elite residential,,
Fasano Punta del Este,,PDP,,UY,,Luxury Hotel,,
The Ritz-Carlton Portland,,PDX,,US,Ritz-Carlton,Luxury Hotel,,
Castello di Reschio,,PEG,Perugia,IT,,Luxury Hotel,,
Beijing Central Government Complex,,PEK,Beijing,CN,,Elite Destination,,
Sanlitun,,PEK,Beijing,CN,Bustling nightlife district with trendy bars,Elite residential,,
JEN Beijing by Shangri-La,,PEK,Beijing,CN,,Luxury Hotel,39.9075,116.3972
China World Summit Wing,,PEK,Beijing,CN,,Luxury Hotel,39.9075,116.3972
Shangri-La Beijing,,PEK,Beijing,CN,,Luxury Hotel,39.924444,116.427778
Aman Summer Palace,,PEK,,CN,Aman resorts,Luxury Hotel,,
Bulgari Hotel Beijing,,PEK,Beijing,CN,Bulgari Hotel,Luxury Hotel,,
Four Seasons BEIJING,,PEK,Beijing,CN,Four Seasons,Luxury Hotel,,
JW Marriott Hotel Beijing Central,,PEK,Beijing,CN,JW Marriott,Luxury Hotel,,
Mandarin Oriental Beijing,,PEK,Beijing,CN,Mandarin Oriental,Luxury Hotel,,
The Ritz-Carlton Beijing,,PEK,Beijing,CN,Ritz-Carlton,Luxury Hotel,,
The Ritz-Carlton Beijing Financial Street,,PEK,Beijing,CN,Ritz-Carlton,Luxury Hotel,,
The St. Regis Beijing,,PEK,Beijing,CN,St. Regis,Luxury Hotel,,
The Peninsula Beijing,,PEK,Beijing,CN,The Peninsula,Luxury Hotel,,
The Peninsula Beijing,,PEK,,CN,,Luxury Hotel,,
Waldorf Astoria Beijing,,PEK,Beijing,CN,,Luxury Hotel,,
Park Hyatt Beijing,,PEK,Beijing,CN,,Luxury Hotel,,
South Perth,,PER,,AU,,Elite residential,,
COMO The Treasury,,PER,,AU,COMO,Luxury Hotel,,
The Ritz-Carlton Perth,,PER,,AU,Ritz-Carlton,Luxury Hotel,,
Rosewood Lake Powell,,PGA,,US,Rosewood Hotel,Luxury Hotel,,
Four Seasons PHILADELPHIA,,PHL,,US,Four Seasons,Luxury Hotel,,
The Ritz-Carlton Philadelphia,,PHL,,US,Ritz-Carlton,Luxury Hotel,,
The Rittenhouse,,PHL,,US,,Luxury Hotel,,
Rittenhouse Hotel,,PHL,,,,Luxury Hotel,,
University of Pennsylvania,,PHL,,US,,University,,
Paradise Valley,,PHX,Phoenix,US,,Elite residential,,
Four Seasons SCOTTSDALE,,PHX,,US,Four Seasons,Luxury Hotel,,
JW Marriott Phoenix Desert Ridge Resort & Spa,,PHX,,US,JW Marriott,Luxury Hotel,,
JW Marriott Scottsdale Camelback Inn Resort & Spa,,PHX,,US,JW Marriott,Luxury Hotel,,
Andaz Scottsdale Resort & Bungalows,,PHX,Phoenix,US,,Luxury Hotel,,
Royal Palms Resort and Spa,,PHX,,US,,Luxury Hotel,,
Fairmont Scottsdale Princess,,PHX,Phoenix,US,,Luxury Hotel,33.606,-111.9326
JW Marriott Clearwater Beach Resort & Spa,,PIE,,US,JW Marriott,Luxury Hotel,,
Shangri-La Shougang Park,,PKX,Beijing,CN,,Luxury Hotel,39.8842,116.2833
Kerry Hotel,,PKX,Beijing,CN,,Luxury Hotel,39.9075,116.3972
Commune By The Great Wall,,PKX,,CN,Hyatt Unbound,Luxury Hotel,,
JW Marriott Hotel Beijing,,PKX,Beijing,CN,JW Marriott,Luxury Hotel,,
Rosewood Beijing,,PKX,Beijing,CN,Rosewood Hotel,Luxury Hotel,,
Conrad Beijing,,PKX,Beijing,CN,,Luxury Hotel,,
Fairmont Beijing,,PKX,,,,Luxury Hotel,,
Tsinghua University,,PKX,Beijing,CN,,University,,
Mackinac Island,,PLN,,US,,Elite residential,,
Amanyara,,PLS,,TC,Aman resorts,Luxury Hotel,,
COMO Parrot Cay,,PLS,,TC,COMO,Luxury Hotel,,
Salterra,,PLS,,TC,Luxury Collection Hotels,Luxury Hotel,,
The Ritz-Carlton Turks & Caicos,,PLS,,TC,Ritz-Carlton,Luxury Hotel,,
Rosewood South Caicos,,PLS,,TC,Rosewood Hotel,Luxury Hotel,,
Grace Bay Resorts,,PLS,,,,Luxury Hotel,,
Castillo Hotel Son Vida,,PMI,,ES,Luxury Collection Hotels,Luxury Hotel,,
The St. Regis Mardavall Mallorca Resort,,PMI,,ES,St. Regis,Luxury Hotel,,
La Residencia,,PMI,,ES,,Luxury Hotel,,
Cap Rocat,,PMI,Palma,ES,,Luxury Hotel,,
Belmond La Residencia,,PMI,Palma de Mallorca,ES,,Luxury Hotel,,
Villa Igiea,,PMO,Palermo,IT,Rocco Forte Hotel,Luxury Hotel,38.1994,13.3614
Verdura Resort,,PMO,Palermo,IT,Rocco Forte Hotel,Luxury Hotel,37.9014,12.7747
Villa Igiea,,PMO,Palermo,IT,,Luxury Hotel,,
Rosewood Phnom Penh,,PNH,,KH,Rosewood Hotel,Luxury Hotel,,
Raffles Hotel Le Royal,,PNH,Phnom Penh,KH,,Luxury Hotel,,
JW Marriott Hotel Pune,,PNQ,,IN,JW Marriott,Luxury Hotel,,
The Ritz-Carlton Pune,,PNQ,,IN,Ritz-Carlton,Luxury Hotel,,
Conrad Pune,,PNQ,Pune,IN,,Luxury Hotel,,
The Ocean Club,,POP,,DO,Luxury Collection Hotels,Luxury Hotel,,
Rosewood Río San Juan,,POP,,DO,Rosewood Hotel,Luxury Hotel,,
Palawan,,PPS,,PH,Explore hidden lagoons and pristine beaches with exclusive island resorts offering private pools and personalized service.,Adventure Tourism,,
Amanpulo,,PPS,,PH,Aman resorts,Luxury Hotel,,
JW Marriott Phu Quoc Emerald Bay Resort & Spa,,PQC,,VN,JW Marriott,Luxury Hotel,,
Phu Quoc Island,,PQC,,VN,,Luxury Hotel,,
Ženevský Smíchov,,PRG,,CZ,Upscale area along the Vltava River with modern apartments,Elite residential,,
Four Seasons PRAGUE,,PRG,,CZ,Four Seasons,Luxury Hotel,,
Augustine,,PRG,,CZ,Luxury Collection Hotels,Luxury Hotel,,
Mandarin Oriental Prague,,PRG,,CZ,Mandarin Oriental,Luxury Hotel,,
Andaz Prague,,PRG,Prague,CZ,,Luxury Hotel,,
Pisa,,PSA,,IT,,Elite residential,,
JW Marriott Desert Springs Resort & Spa,,PSP,,US,JW Marriott,Luxury Hotel,,
Dive Palm Springs,,PSP,,US,MICHELIN One Key Hotel,Luxury Hotel,,
Holiday House Palm Springs,,PSP,,US,MICHELIN One Key Hotel,Luxury Hotel,,
La Serena Villas,,PSP,,US,MICHELIN One Key Hotel,Luxury Hotel,,
Sparrows Lodge ,,PSP,,US,MICHELIN One Key Hotel,Luxury Hotel,,
The Ritz-Carlton Rancho Mirage,,PSP,,US,Ritz-Carlton,Luxury Hotel,,
Hotel La Compañia,,PTY,,PA,Hyatt Unbound,Luxury Hotel,,
Hotel La Compañia,,PTY,,PA,Hyatt Unbound,Luxury Hotel,,
JW Marriott Panama,,PTY,,PA,JW Marriott,Luxury Hotel,,
The Santa Maria,,PTY,,PA,Luxury Collection Hotels,Luxury Hotel,,
Waldorf Astoria Panama,,PTY,Panama City,PA,,Luxury Hotel,,
Shangri-La Putian,,PUC,Putian,CN,,Luxury Hotel,25.4333,119
Exclusive resort and residential area for the wealthy,,PUJ,,DO,,Elite residential,,
Sanctuary Cap Cana,,PUJ,,DO,Luxury Collection Hotels,Luxury Hotel,,
Torres del Paine National Park,,PUQ,,CL,,Adventure Tourism,,
Park Hyatt Busan,,PUS,,KR,,Luxury Hotel,,
SIGNIELl Busan,,PUS,,KR,,Luxury Hotel,,
Grand Hotel Brioni Pula,,PUY,,hr,Radisson Collection Hotel,Luxury Hotel,44.8381844,13.8307362
Grand Park Hotel Rovinj,,PUY,,,,Luxury Hotel,,
The Vanderbilt,,PVD,,US,Auberge Resorts,Luxury Hotel,,
Chinese GP,,PVG,,,Formula One race held at the Shanghai International Circuit,Elite Destination,31.33889,121.21972
Jingan District,,PVG,Shanghai,CN,Upscale area with luxury apartments,Elite residential,,
Shangri-La Shanghai,,PVG,Shanghai,CN,,Luxury Hotel,31.197222,121.433333
Shangri-La Qiantan,,PVG,Shanghai,CN,,Luxury Hotel,31.23,121.5
Pudong Shangri-La,,PVG,Shanghai,CN,,Luxury Hotel,31.23,121.5
Bulgari Hotel Shanghai,,PVG,Shanghai,CN,Bulgari Hotel,Luxury Hotel,,
Shanghai EDITION,,PVG,Shanghai,CN,EDITION,Luxury Hotel,,
JW Marriott Hotel Shanghai at Tomorrow Square,,PVG,Shanghai,CN,JW Marriott,Luxury Hotel,,
JW Marriott Hotel Shanghai Changfeng Park,,PVG,Shanghai,CN,JW Marriott,Luxury Hotel,,
JW Marriott Hotel Shanghai Fengxian,,PVG,Shanghai,CN,JW Marriott,Luxury Hotel,,
JW Marriott Marquis Hotel Shanghai Pudong,,PVG,Shanghai,CN,JW Marriott,Luxury Hotel,,
The Hongta Hotel,,PVG,Shanghai,CN,Luxury Collection Hotels,Luxury Hotel,,
Mandarin Oriental Shanghai,,PVG,Shanghai,CN,Mandarin Oriental,Luxury Hotel,,
Hyland Shanghai,,PVG,Shanghai,cn,Radisson Collection Hotel,Luxury Hotel,31.2375336,121.476318
Xing Guo Shanghai,,PVG,Shanghai,cn,Radisson Collection Hotel,Luxury Hotel,31.2099361,121.434555
The Portman Ritz-Carlton Shanghai,,PVG,Shanghai,CN,Ritz-Carlton,Luxury Hotel,,
The Ritz-Carlton Shanghai Pudong,,PVG,Shanghai,CN,Ritz-Carlton,Luxury Hotel,,
Rosewood Shanghai,,PVG,Shanghai,CN,Rosewood Hotel,Luxury Hotel,,
The St. Regis Shanghai Jingan,,PVG,Shanghai,CN,St. Regis,Luxury Hotel,,
Waldorf Astoria Shanghai on the Bund,,PVG,Shanghai,CN,,Luxury Hotel,,
Conrad Shanghai,,PVG,Shanghai,CN,,Luxury Hotel,,
Andaz Xintiandi Shanghai,,PVG,Shanghai,CN,,Luxury Hotel,,
Banyan Tree Shanghai On The Bund,,PVG,Shanghai,CN,,Luxury Hotel,,
Punta Mita,,PVR,Puerto Vallarta,MX,,Elite residential,,
Susurros del Corazón,,PVR,Puerto Vallarta,MX,Auberge Resorts,Luxury Hotel,,
Four Seasons PUNTA MITA,,PVR,Puerto Vallarta,MX,Four Seasons,Luxury Hotel,,
Almare,,PVR,Puerto Vallarta,MX,Luxury Collection Hotels,Luxury Hotel,,
Montage Punta Mita,,PVR,Puerto Vallarta,MX,Montage,Luxury Hotel,,
The St. Regis Punta Mita Resort,,PVR,Puerto Vallarta,MX,St. Regis,Luxury Hotel,,
Conrad Punta de Mita,,PVR,Puerto Vallarta,MX,,Luxury Hotel,,
White Barn Inn,,PWM,,US,Auberge Resorts,Luxury Hotel,,
Numu Boutique Hotel San Miguel de Allende,,QRO,,MX,Hyatt Unbound,Luxury Hotel,,
Caruso,,QSR,Amalfi Coast,IT,Belmond Hotel,Luxury Hotel,,
Villa Margherita,,QSR,Amalfi Coast,IT,Belmond Hotel,Luxury Hotel,,
Palazzo Pascal,,QSR,,IT,Michelin key,Luxury Hotel,,
Le Sirenuse,,QSR,Positano,IT,Michelin key,Luxury Hotel,,
Casa Angelina,,QSR,Praiano,IT,Michelin key,Luxury Hotel,,
Borgo Santandrea,,QSR,Amalfi,IT,Two Michelin keys,Luxury Hotel,,
Hotel Santa Caterina,,QSR,Amalfi,IT,Michelin key,Luxury Hotel,,
Amanjena,,RAK,,MA,Aman resorts,Luxury Hotel,,
Four Seasons MARRAKECH,,RAK,,MA,Four Seasons,Luxury Hotel,,
Mandarin Oriental Marrakech,,RAK,,MA,Mandarin Oriental,Luxury Hotel,,
Rosewood Marrakesh,,RAK,,MA,Rosewood Hotel,Luxury Hotel,,
The Oberoi,,RAK,,MA,The Oberoi,Luxury Hotel,,
La Mamounia Marrakech,,RAK,,,,Luxury Hotel,,
Four Seasons RABAT AT KASR AL BAHR,,RBA,,MA,Four Seasons,Luxury Hotel,,
Conrad Rabat Arzana,,RBA,Rabat,MA,,Luxury Hotel,,
Terra Dominicata — Hotel & Winery,,REU,Reus,ES,,Luxury Hotel,,
Shangri-La Hotel Yangon,,RGN,Yangon,MM,,Luxury Hotel,16.7834,96.1504
Belmond Governor's Residence,,RGN,Yangon,MM,,Luxury Hotel,,
Raja Ampat Islands,,RJM,,ID,Dive into a biodiverse coral paradise with exclusive liveaboard diving experiences.,Adventure Tourism,,
The Ritz-Carlton Ras Al Khaimah,,RKT,,AE,Ritz-Carlton,Luxury Hotel,,
Waldorf Astoria Ras Al Khaimah,,RKT,Ras Al Khaimah,AE,,Luxury Hotel,,
Glenbrook,,RNO,Reno,US,,Elite residential,,
The Ritz-Carlton Lake Tahoe,,RNO,,US,Ritz-Carlton,Luxury Hotel,,
Waldorf Astoria Lake Tahoe,,RNO,Reno,US,,Luxury Hotel,,
Primland Resort,,ROA,,US,Auberge Resorts,Luxury Hotel,,
Four Seasons PALAU EXPLORER (CRUISING RESORT),,ROR,,PW,Four Seasons,Luxury Hotel,,
Mayo Clinic,,RST,,US,Renowned medical institution offering cutting-edge treatments and comprehensive executive health evaluations attracting clientele seeking the premier healthcare.,Elite Destination,,
Naples,,RSW,,US,,Elite residential,,
Port Royal,,RSW,,US,,Elite residential,,
JW Marriott Marco Island Beach Resort,,RSW,,US,JW Marriott,Luxury Hotel,,
The Ritz-Carlton Naples,,RSW,,US,Ritz-Carlton,Luxury Hotel,,
Al Olaya,,RUH,Riyadh,SA,,Elite residential,,
Nofa Riyadh,,RUH,Riyadh,sa,A Radisson Collection Resort,Luxury Hotel,24.4057,45.9357224
Four Seasons RIYADH,,RUH,,SA,Four Seasons,Luxury Hotel,,
JW Marriott Hotel Riyadh,,RUH,,SA,JW Marriott,Luxury Hotel,,
Mandarin Oriental Riyadh,,RUH,,SA,Mandarin Oriental,Luxury Hotel,,
Mansard Riyadh,,RUH,Riyadh,sa,Radisson Collection Hotel,Luxury Hotel,24.7835,46.65165
The Ritz-Carlton Riyadh,,RUH,,SA,Ritz-Carlton,Luxury Hotel,,
The St. Regis Riyadh,,RUH,,SA,St. Regis,Luxury Hotel,,
Saba,,SAB,,BQ,,Adventure Tourism,,
Bishop’s Lodge,,SAF,,US,Auberge Resorts,Luxury Hotel,,
Four Seasons SANTA FE,,SAF,,US,Four Seasons,Luxury Hotel,,
Rosewood Santa Fe,,SAF,,US,Rosewood Hotel,Luxury Hotel,,
Angkor Wat,,SAI,,KH,,Adventure Tourism,,
Rosewood Siem Reap,,SAI,,KH,Rosewood Hotel,Luxury Hotel,,
La Résidence d’Angkor,,SAI,,KH,,Luxury Hotel,,
Belmond La Résidence d'Angkor,,SAI,Siem Reap,KH,,Luxury Hotel,,
Park Hyatt Siem Reap,,SAI,Siem Reap,KH,,Luxury Hotel,,
Raffles Grand Hotel D'Angkor,,SAI,Siem Reap,KH,,Luxury Hotel,,
Rancho Santa Fe,,SAN,,US,Exclusive community known for its sprawling estates,Elite residential,,
Coronado,,SAN,San Diego,US,,Elite residential,,
Four Seasons SAN DIEGO,,SAN,,US,Four Seasons,Luxury Hotel,,
Andaz San Diego,,SAN,San Diego,US,,Luxury Hotel,,
Park Hyatt Aviara Resort Golf Club & Spa,,SAN,San Diego,US,,Luxury Hotel,,
JW Marriott San Antonio Hill Country Resort & Spa,,SAT,,US,JW Marriott,Luxury Hotel,,
Grand Hyatt,,SAT,,,,Luxury Hotel,,
JW Marriott Savannah Plant Riverside District,,SAV,,US,JW Marriott,Luxury Hotel,,
Montage Palmetto Bluff,,SAV,,US,Montage,Luxury Hotel,,
Andaz Savannah,,SAV,Savannah,US,,Luxury Hotel,,
Vadistanbul,,SAW,istanbul,tr,Radisson Collection Hotel,Luxury Hotel,41.1089859,28.9864826
The Inn at Mattei’s Tavern,,SBA,,US,Auberge Resorts,Luxury Hotel,,
Four Seasons SANTA BARBARA,,SBA,,US,Four Seasons,Luxury Hotel,,
El Encanto,,SBA,,US,MICHELIN One Key Hotel,Luxury Hotel,,
The Ritz-Carlton Bacara Santa Barbara,,SBA,,US,Ritz-Carlton,Luxury Hotel,,
Rosewood Montecito,,SBA,,US,Rosewood Hotel,Luxury Hotel,,
Belmond El Encanto,,SBA,Santa Barbara,US,,Luxury Hotel,,
Mar Monte Hotel,,SBA,Santa Barbara,US,,Luxury Hotel,,
Eden Rock - St Barths,,SBH,,BL,Oetker Collection Hotels,Luxury Hotel,,
Rosewood Saint Barthélemy,,SBH,,BL,Rosewood Hotel,Luxury Hotel,,
Hôtel Barrière Le Carl Gustaf,,SBH,,BL,,Luxury Hotel,,
Le Sereno Hotel Villas & Spa,,SBH,,BL,,Luxury Hotel,,
Hotel San Luis Obispo,,SBP,,US,MICHELIN One Key Hotel,Luxury Hotel,,
San Luis Creek Lodge,,SBP,,US,MICHELIN One Key Hotel,Luxury Hotel,,
Vitacura,,SCL,,CL,Affluent neighborhood known for its high-end apartment buildings,Elite residential,,
The Ritz-Carlton Santiago,,SCL,,CL,Ritz-Carlton,Luxury Hotel,,
Portillo,,SCL,,CL,,Ski Resort,,
Mandarin Oriental Santiago Spain,,SCQ,,ES,Mandarin Oriental,Luxury Hotel,,
JW Marriott Hotel Santo Domingo,,SDQ,,DO,JW Marriott,Luxury Hotel,,
Medina,,SEA,,US,,Elite residential,,
Mercer Island,,SEA,,US,,Elite residential,,
Lotte Hotel Seattle,,SEA,,US,,Luxury Hotel,,
Four Seasons SEATTLE,,SEA,,US,Four Seasons,Luxury Hotel,,
Kimpton Palladian Hotel,,SEA,,US,,Luxury Hotel,,
Fairmont Olympic Hotel,,SEA,,US,,Luxury Hotel,,
Grand Hyatt,,SEA,,,,Luxury Hotel,,
University of Washington ,,SEA,,US,,University,,
Four Seasons SERENGETI,,SEU,,TZ,Four Seasons,Luxury Hotel,,
Four Seasons SEYCHELLES,,SEZ,,SC,Four Seasons,Luxury Hotel,,
Four Seasons SEYCHELLES AT DESROCHES ISLAND,,SEZ,,SC,Four Seasons,Luxury Hotel,,
North Island,,SEZ,,SC,Luxury Collection Hotels,Luxury Hotel,,
Six Senses SEYCHELLES,,SEZ,,SC,Six Senses Resorts,Luxury Hotel,,
Waldorf Astoria Seychelles Platte Island,,SEZ,Mahé,SC,,Luxury Hotel,,
Banyan Tree Seychelles,,SEZ,Mahé,SC,,Luxury Hotel,,
Raffles Seychelles,,SEZ,Mahé,SC,,Luxury Hotel,,
Atherton,,SFO,San Francisco,US,,Elite residential,,
Pacific Heights,,SFO,San Francisco,US,,Elite residential,,
Hillsborough,,SFO,,US,,Elite residential,,
The Hearst Hotel,,SFO,San Francisco,US,Auberge Resorts,Luxury Hotel,,
Four Seasons SAN FRANCISCO AT EMBARCADERO,,SFO,San Francisco,US,Four Seasons,Luxury Hotel,,
JW Marriott San Francisco Union Square,,SFO,San Francisco,US,JW Marriott,Luxury Hotel,,
Canyon Ranch Woodside,,SFO,,US,MICHELIN Three Key Hotel,Luxury Hotel,,
The Ritz-Carlton Half Moon Bay,,SFO,San Francisco,US,Ritz-Carlton,Luxury Hotel,,
The Ritz-Carlton San Francisco,,SFO,San Francisco,US,Ritz-Carlton,Luxury Hotel,,
The St. Regis San Francisco,,SFO,San Francisco,US,St. Regis,Luxury Hotel,,
Waldorf Astoria San Francisco,,SFO,San Francisco,US,,Luxury Hotel,,
Grand Hyatt,,SFO,,,,Luxury Hotel,,
Park Hyatt Saigon,,SGN,Ho Chi Minh City,VN,,Luxury Hotel,,
The Bund,,SHA,Shanghai,CN,A historic waterfront district with stunning architecture and high-end residences overlooking the Huangpu River.,Elite residential,,
Shanghai,,SHA,Shanghai,CN,,Elite residential,,
Kerry Hotel Pudong,,SHA,Shanghai,CN,,Luxury Hotel,31.23,121.5
Jing An Shangri-La,,SHA,Shanghai,CN,,Luxury Hotel,31.23,121.5
Amanyangyun,,SHA,,CN,Aman resorts,Luxury Hotel,,
Yangtze Shanghai,,SHA,Shanghai,cn,Radisson Collection Hotel,Luxury Hotel,31.2029438,121.404106
The Peninsula Shanghai,,SHA,Shanghai,CN,The Peninsula,Luxury Hotel,,
Shangri-La Shenyang,,SHE,Shenyang,CN,,Luxury Hotel,41.793333,123.433333
JEN Shenyang by Shangri-La,,SHE,Shenyang,CN,,Luxury Hotel,41.8,123.43
Conrad Shenyang,,SHE,Shenyang,CN,,Luxury Hotel,,
Ajman Saray,,SHJ,,AE,Luxury Collection Hotels,Luxury Hotel,,
Singapore GP,,SIN,,,Formula One race held at the Marina Bay Street Circuit,Elite Destination,1.29153,103.86385
Emerald Hill,,SIN,Singapore,SG,Charming colonial-era district with restored shophouses,Elite residential,,
Paterson Hill,,SIN,Singapore,SG,,Elite residential,,
Orchard Road,,SIN,Singapore,SG,,Elite residential,,
Sentosa Cove,,SIN,Singapore,SG,,Elite residential,,
COMO Metropolitan Singapore,,SIN,Singapore,SG,COMO,Luxury Hotel,,
Four Seasons SINGAPORE,,SIN,Singapore,SG,Four Seasons,Luxury Hotel,,
JW Marriott Hotel Singapore South Beach,,SIN,Singapore,SG,JW Marriott,Luxury Hotel,,
Mandarin Oriental Singapore,,SIN,Singapore,SG,Mandarin Oriental,Luxury Hotel,,
The Ritz-Carlton Millenia Singapore,,SIN,Singapore,SG,Ritz-Carlton,Luxury Hotel,,
The St. Regis Singapore,,SIN,Singapore,SG,St. Regis,Luxury Hotel,,
Conrad Centennial Singapore,,SIN,Singapore,SG,,Luxury Hotel,,
Conrad Singapore Orchard,,SIN,Singapore,SG,,Luxury Hotel,,
Andaz Singapore,,SIN,Singapore,SG,,Luxury Hotel,,
Raffles Singapore,,SIN,Singapore,SG,,Luxury Hotel,,
Capella Resort,,SIN,,,,Luxury Hotel,,
Shangri-La Singapore,,SIN,Singapore,SG,,Luxury Hotel,1.3521,103.8198
National University of Singapore,,SIN,Singapore,SG,,University,,
West Menlo Park,,SJC,San Jose,US,,Elite residential,,
Los Altos Hills,,SJC,San Jose,US,,Elite residential,,
Four Seasons PALO ALTO,,SJC,San Francisco,US,Four Seasons,Luxury Hotel,,
Rosewood Menlo Park,,SJC,San Francisco,US,Rosewood Hotel,Luxury Hotel,,
Esperanza,,SJD,Los Cabos,MX,Auberge Resorts,Luxury Hotel,,
Four Seasons CABO SAN LUCAS AT CABO DEL SOL,,SJD,Los Cabos,MX,Four Seasons,Luxury Hotel,,
Four Seasons LOS CABOS AT COSTA PALMAS™,,SJD,Los Cabos,MX,Four Seasons,Luxury Hotel,,
JW Marriott Los Cabos Beach Resort & Spa,,SJD,Los Cabos,MX,JW Marriott,Luxury Hotel,,
Solaz,,SJD,Los Cabos,MX,Luxury Collection Hotels,Luxury Hotel,,
Montage Los Cabos,,SJD,Los Cabos,MX,Montage,Luxury Hotel,,
One&Only,,SJD,Los Cabos,MK,One&Only,Luxury Hotel,,
Zadún,,SJD,Los Cabos,MX,Ritz-Carlton,Luxury Hotel,,
Rosewood Los Cabos,,SJD,Los Cabos,MX,Rosewood Hotel,Luxury Hotel,,
Waldorf Astoria Los Cabos Pedregal,,SJD,San Jose del Cabo,MX,,Luxury Hotel,,
Hacienda AltaGracia,,SJO,,CR,Auberge Resorts,Luxury Hotel,,
Four Seasons COSTA RICA,,SJO,,CR,Four Seasons,Luxury Hotel,,
Four Seasons TAMARINDO MÉXICO,,SJO,,CR,Four Seasons,Luxury Hotel,,
Condado,,SJU,San Juan,PR,,Elite residential,,
Dorado Beach,,SJU,,PR,Ritz-Carlton,Luxury Hotel,,
The St. Regis Bahia Beach Resort,,SJU,,PR,St. Regis,Luxury Hotel,,
Frigate Bay,,SKB,St. Kitts,KN,,Elite residential,,
Park Hyatt St. Kitts,,SKB,Basseterre,KN,,Luxury Hotel,,
Thessaloniki One&Only,,SKG,,GR,One&Only,Luxury Hotel,,
Montage Deer Valley,,SLC,,US,Montage,Luxury Hotel,,
The St. Regis Deer Valley,,SLC,,US,St. Regis,Luxury Hotel,,
Waldorf Astoria Park City,,SLC,Salt Lake City,US,,Luxury Hotel,,
The Residences at Grand Hyatt Deer Valley,,SLC,Salt Lake City,US,,Luxury Hotel,,
The Lodge at Blue Sky,,SLC,,US,Auberge Resorts,Ski Resort,,
Mirror Lake Inn Resort and Spa,,SLK,,US,,Luxury Hotel,,
Whiteface Lodge,,SLK,,US,,Luxury Hotel,,
Alila Hinu Bay,,SLL,,OM,,Luxury Hotel,,
Newport Beach,2,SNA,Los Angeles,US,,Elite residential,,
Santa Monica,,SNA,Los Angeles,US,,Elite residential,,
Resort at Pelican Hill,,SNA,,US,,Luxury Hotel,,
Four Seasons LOS ANGELES,,SNA,Los Angeles,US,Four Seasons,Luxury Hotel,,
Anaheim Resort,,SNA,Los Angeles,US,JW Marriott,Luxury Hotel,,
The Ritz-Carlton Marina del Rey,,SNA,Los Angeles,US,Ritz-Carlton,Luxury Hotel,,
Waldorf Astoria Monarch Beach,,SNA,Santa Ana,US,,Luxury Hotel,,
Adare Manor,,SNN,,,,Luxury Hotel,,
Winchester College,,SOU,Winchester,GB,,School,,
Cornaro Hotel,,SPU,,,,Luxury Hotel,,
Radisson Blu Resort & Spa,,SPU,,,,Luxury Hotel,,
The Ritz-Carlton Sarasota,,SRQ,,US,Ritz-Carlton,Luxury Hotel,,
Fasano Salvador,,SSA,,BR,,Luxury Hotel,,
Four Seasons SHARM EL SHEIKH,,SSH,,EG,Four Seasons,Luxury Hotel,,
Four Seasons ST. LOUIS,,STL,,US,Four Seasons,Luxury Hotel,,
